sname_0,name_1,mother_2,birthday_3,birthmonth_4,birthdate_5,matgroup_6,currentgroup_7,sex_8,birthyear_9,mom_10,dad_11,father_12,conceptiondate_13,concepday_14,conceptmonth_15,conceptyear_16,momgrp_17,dadgrp_18
BIB,BIBI    ,Wewe    ,16,DEC,16/12/2011,Kelly's  ,unknown  ,Female  ,2011,WEW,unknown, ------,18/06/2011,18,JUN,2011,2.2,unknown
TIB,TIBE    ,Vet     ,20,DEC,20/12/2011,Viola's  ,Europa's ,Female  ,2011,VET,LOG,Logan   ,25/06/2011,25,JUN,2011,1.22,1.22
LLA,LLASA   ,Lopez   ,24,DEC,24/12/2011,Narasha's,unknown  ,Female  ,2011,LOP,unknown, ------,02/07/2011,2,JUL,2011,2.11,unknown
PEI,PEI     ,Paisley ,25,DEC,25/12/2011,Weaver's ,unknown  ,Male    ,2011,PAI,unknown, ------,04/07/2011,4,JUL,2011,2.2,unknown
IME,IMELDA  ,Irish   ,22,JAN,22/01/2012,Viola's  ,unknown  ,Female  ,2012,IRI,unknown, ------,17/07/2011,17,JUL,2011,1.22,unknown
DUL,DULLY   ,Dhoruba ,22,JAN,22/01/2012,Hokey's  ,Hokey's  ,Female  ,2012,DHO,COO,Cool    ,28/07/2011,28,JUL,2011,1.11,1.11
ECO,ECOLI   ,Eclipse ,31,JAN,31/01/2012,Viola's  ,unknown  ,Female  ,2012,ECL,LOU,Lou     ,24/07/2011,24,JUL,2011,1.22,1.22
MOO,MOON    ,Mica    ,8,FEB,08/02/2012,Mica's   ,unknown  ,Male    ,2012,MIC,AFR,Africa  ,23/08/2011,23,AUG,2011,2.12,2.12
ZED,ZEDDY   ,Lizzy   ,10,FEB,10/02/2012,Kelly's  ,unknown  ,Male    ,2012,LIZ,unknown, ------,18/08/2011,18,AUG,2011,2.2,unknown
HEF,HEFTY   ,Hymn    ,12,FEB,12/02/2012,Hokey's  ,unknown  ,Female  ,2012,HYM,unknown, ------,14/08/2011,14,AUG,2011,1.11,unknown
GUF,GUFFAW  ,Honey   ,15,FEB,15/02/2012,Hokey's  ,Hokey's  ,Female  ,2012,HON,AYU,Ayub    ,22/08/2011,22,AUG,2011,1.11,1.11
VIY,VIYELA  ,Vex     ,7,MAR,07/03/2012,Viola's  ,Yoda's     ,Female  ,2012,VEX,WRI,Wrinkle ,07/09/2011,7,SEP,2011,1.22,1.22
YAS,YASMINE ,Yai     ,28,MAR,28/03/2012,Viola's  ,unknown  ,Female  ,2012,YAI,unknown, ------,30/09/2011,30,SEP,2011,1.22,unknown
ROP,ROPE    ,Rangi   ,30,MAR,30/03/2012,Viola's  ,unknown  ,Male    ,2012,RAN,KOR,Korea   ,30/09/2011,30,SEP,2011,1.22,1.22
RYA,RYAN    ,Rhoda   ,2,APR,02/04/2012,Viola's  ,unknown  ,Male    ,2012,RHO,unknown, ------,09/10/2011,9,OCT,2011,1.22,unknown
GEC,GECKO   ,Wire    ,5,APR,05/04/2012,Kelly's  ,unknown  ,Male    ,2012,WIR,unknown, ------,08/10/2011,8,OCT,2011,2.21,unknown
WUP,WUPPA   ,Wheatear,26,MAY,26/05/2012,Kelly's  ,unknown  ,Female  ,2012,WHE,unknown, ------,12/12/2011,12,DEC,2011,2.21,unknown
WZ4,WZ4     ,Wozo    ,31,MAY,31/05/2012,Kelly's  ,unknown  ,Female  ,2012,WOZ,unknown, ------,07/12/2011,7,DEC,2011,2.212,unknown
VEJ,VEJA    ,Vesper  ,6,JUN,06/06/2012,Viola's  ,Europa's ,Female  ,2012,VES,unknown, ------,18/12/2011,18,DEC,2011,1.22,unknown
DUA,DUA     ,Durian  ,7,JUN,07/06/2012,Hokey's  ,unknown  ,Male    ,2012,DUR,COO,Cool    ,10/12/2011,10,DEC,2011,1.11,1.11
LIU,LIUTONG ,Lahai   ,14,JUN,14/06/2012,Narasha's,unknown  ,Female  ,2012,LAH,unknown, ------,24/12/2011,24,DEC,2011,2.11,unknown
CAF,CAFE    ,Cairo   ,15,JUN,15/06/2012,Snap's   ,unknown  ,Female  ,2012,CAI,unknown, ------,20/12/2011,20,DEC,2011,1.12,unknown
TAD,TADPOLE ,Lurch   ,16,JUN,16/06/2012,Kelly's  ,unknown  ,Male    ,2012,LUR,unknown, ------,28/12/2011,28,DEC,2011,2.21,unknown
HUB,HUBBY   ,Huckleberry,2,JUL,02/07/2012,Hokey's  ,unknown  ,Male    ,2012,HUC,COO,Cool    ,29/12/2011,29,DEC,2011,1.11,1.11
CLU,CLUCK   ,Cabana  ,12,JUL,12/07/2012,Snap's   ,unknown  ,Male    ,2012,CAB,unknown, ------,12/01/2012,12,JAN,2012,1.12,unknown
ILI,ILIAC   ,Vigor   ,19,JUL,19/07/2012,Viola's  ,unknown  ,Female  ,2012,VIG,LOU,Lou     ,21/01/2012,21,JAN,2012,1.22,1.22
MYN,MYNE    ,Mbegu   ,22,JUL,22/07/2012,Narasha's,unknown  ,Male    ,2012,MBE,unknown, ------,29/01/2012,29,JAN,2012,2.11,unknown
APR,APRIL   ,Acacia  ,24,JUL,24/07/2012,Acacia's ,unknown  ,Female  ,2012,ACA,unknown, ------,28/01/2012,28,JAN,2012,1.21,unknown
WWA,WWA     ,Wawa    ,30,JUL,30/07/2012,Kelly's  ,unknown  ,Female  ,2012,WAW,unknown, ------,10/02/2012,10,FEB,2012,2.21,unknown
QUE,QUEST   ,Lancaster,30,JUL,30/07/2012,Mica's   ,unknown  ,Female  ,2012,LAN,unknown, ------,31/01/2012,31,JAN,2012,2.12,unknown
RUN,RUNNER  ,Roxy    ,4,AUG,04/08/2012,Viola's  ,unknown  ,Female  ,2012,ROX,LOU,Lou     ,15/02/2012,15,FEB,2012,1.22,1.22
UNA,UNAYE   ,Lupe    ,4,AUG,04/08/2012,Acacia's ,Acacia's ,Female  ,2012,LUP,BUT,Buteo   ,17/02/2012,17,FEB,2012,2.22,2.22
CUU,CUU     ,Locust  ,7,AUG,07/08/2012,Kelly's  ,unknown  ,Female  ,2012,LOC,unknown, ------,19/02/2012,19,FEB,2012,2.21,unknown
POI,POINT   ,Poker   ,15,AUG,15/08/2012,Kelly's  ,unknown  ,Female  ,2012,POK,unknown, ------,19/02/2012,19,FEB,2012,2.21,unknown
REY,REYNOLD ,Rwanda  ,12,SEP,12/09/2012,Viola's  ,Acacia's ,Male    ,2012,RWA,LOU,Lou     ,16/03/2012,16,MAR,2012,1.22,1.22
GAP,GAP     ,Hokey   ,28,SEP,28/09/2012,Hokey's  ,unknown  ,Male    ,2012,HOK,unknown, ------,07/04/2012,7,APR,2012,1.11,unknown
NIY,NIYAZ   ,Nobel   ,28,SEP,28/09/2012,Narasha's,unknown  ,Female  ,2012,NOB,GYA,Gyan    ,11/04/2012,11,APR,2012,2.11,2.11
NOW,NOWLA   ,Nap     ,1,OCT,01/10/2012,Narasha's,unknown  ,Female  ,2012,NAP,unknown, ------,07/04/2012,7,APR,2012,2.11,unknown
ZOM,ZOMO    ,Lomasi  ,3,OCT,03/10/2012,Kelly's  ,unknown  ,Male    ,2012,LOM,unknown, ------,08/04/2012,8,APR,2012,2.21,unknown
WEC,WECK    ,Wade    ,9,OCT,09/10/2012,Narasha's,unknown  ,Male    ,2012,WAD,unknown, ------,11/04/2012,11,APR,2012,2.11,unknown
COI,COILA   ,Coda    ,24,OCT,24/10/2012,Hokey's  ,unknown  ,Male    ,2012,COD,unknown, ------,29/04/2012,29,APR,2012,1.11,unknown
QRI,QRILL   ,Ladha   ,26,OCT,26/10/2012,Mica's   ,unknown  ,Male    ,2012,LAD,unknown, ------,05/05/2012,5,MAY,2012,2.12,unknown
QED,QEDAR   ,Loaf    ,27,OCT,27/10/2012,Mica's   ,unknown  ,Female  ,2012,LOA,unknown, ------,03/05/2012,3,MAY,2012,2.12,unknown
VAK,VAKKO   ,Vogue   ,4,NOV,04/11/2012,Viola's  ,unknown  ,Male    ,2012,VOG,LOU,Lou     ,09/05/2012,9,MAY,2012,1.22,1.22
COY,COY     ,Cyclone ,10,NOV,10/11/2012,Hokey's  ,unknown  ,Male    ,2012,CYC,ALV,Alves   ,15/05/2012,15,MAY,2012,1.11,1.11
HUT,HUT     ,Hoja    ,11,NOV,11/11/2012,Hokey's  ,unknown  ,Male    ,2012,HOJ,unknown, ------,17/05/2012,17,MAY,2012,1.11,unknown
SET,SETH    ,Snap    ,12,NOV,12/11/2012,Snap's   ,unknown  ,Female  ,2012,SNA,unknown, ------,17/05/2012,17,MAY,2012,1.12,unknown
QUO,QUOTH   ,Liwaza  ,1,DEC,01/12/2012,Mica's   ,unknown  ,Female  ,2012,LIW,unknown, ------,08/06/2012,8,JUN,2012,2.12,unknown
LFA,LFAYE   ,Lufa    ,3,DEC,03/12/2012,Kelly's  ,unknown  ,Male    ,2012,LUF,unknown, ------,07/06/2012,7,JUN,2012,2.21,unknown
HAY,HAY     ,Humble  ,11,DEC,11/12/2012,Hokey's  ,unknown  ,Male    ,2012,HUM,unknown, ------,09/06/2012,9,JUN,2012,1.11,unknown
SKY,SKY     ,Sacramento,16,DEC,16/12/2012,Snap's   ,unknown  ,Female  ,2012,SAC,unknown, ------,14/06/2012,14,JUN,2012,1.12,unknown
LM5,LM5     ,Lyme    ,24,DEC,24/12/2012,Kelly's  ,unknown  ,Male    ,2012,LYM,unknown, ------,29/06/2012,29,JUN,2012,2.21,unknown
HOI,HOIST   ,Hymn    ,29,DEC,29/12/2012,Hokey's  ,unknown  ,Female  ,2012,HYM,unknown, ------,13/07/2012,13,JUL,2012,1.11,unknown
WOD,WODENA  ,Wifi    ,30,DEC,30/12/2012,Narasha's,Narasha's,Female  ,2012,WIF,SAT,Satin   ,15/07/2012,15,JUL,2012,2.11,2.11
FEA,FEAR    ,Finn    ,3,JAN,03/01/2013,Snap's   ,unknown  ,Male    ,2013,FIN,unknown, ------,08/07/2012,8,JUL,2012,1.12,unknown
HOT,HOT     ,Hasty   ,25,JAN,05/01/2013,Hokey's  ,unknown  ,Male    ,2013,HAS,GOM,Gombe   ,09/07/2012,9,JUL,2012,1.11,1.11
WAZ,WAZI    ,Wobble  ,7,JAN,07/01/2013,Kelly's  ,unknown  ,Male    ,2013,WOB,unknown, ------,13/07/2012,13,JUL,2012,2.21,unknown
WY7,WY7     ,Wynne   ,7,JAN,07/01/2013,Kelly's  ,unknown  ,unknown ,2013,WYN,unknown, ------,13/07/2012,13,JUL,2012,2.21,unknown
INI,INI     ,Oasis   ,8,JAN,08/01/2013,Acacia's ,unknown  ,Female  ,2013,OAS,unknown, ------,18/07/2012,18,JUL,2012,1.211,unknown
WB6,WB6     ,Weight  ,23,JAN,23/01/2013,Mica's   ,unknown  ,unknown ,2013,WEI,unknown, ------,29/07/2012,29,JUL,2012,2.12,unknown
PO1,PO1     ,Poa     ,28,JAN,28/01/2013,Kelly's  ,unknown  ,unknown ,2013,POA,unknown, ------,03/08/2012,3,AUG,2012,2.21,unknown
DUC,DUCK    ,Dux     ,28,JAN,28/01/2013,Snap's   ,unknown  ,unknown ,2013,DUX,unknown, ------,03/08/2012,3,AUG,2012,1.12,unknown
LY6,LY6     ,Lyena   ,4,FEB,04/02/2013,Kelly's  ,unknown  ,unknown ,2013,LYE,unknown, ------,10/08/2012,10,AUG,2012,2.21,unknown
NED,NED     ,Nike    ,9,FEB,09/02/2013,Hokey's  ,unknown  ,Male    ,2013,NIK,GOM,Gombe   ,14/08/2012,14,AUG,2012,1.11,1.11
CES,CESIUM  ,Cayenne ,15,FEB,15/02/2013,Snap's   ,unknown  ,unknown ,2013,CAY,unknown, ------,21/08/2012,21,AUG,2012,1.12,unknown
NOX,NOX     ,Nomia   ,18,FEB,18/02/2013,Narasha's,unknown  ,Male    ,2013,NOM,unknown, ------,30/08/2012,30,AUG,2012,2.11,unknown
FAU,FAULU   ,Flank   ,21,FEB,21/02/2013,Hokey's  ,Hokey's  ,Female  ,2013,FLA,COO,Cool    ,16/08/2012,16,AUG,2012,1.11,1.11
MI4,MI4     ,Mica    ,21,FEB,21/02/2013,Mica's   ,unknown  ,unknown ,2013,MIC,unknown, ------,27/08/2012,27,AUG,2012,2.12,unknown
RAF,RAFIKI  ,Vain    ,23,FEB,23/02/2013,Viola's  ,unknown  ,Female  ,2013,VAI,GAB,Gabriel ,02/09/2012,2,SEP,2012,1.22,1.22
KO1,KO1     ,Koala   ,23,FEB,23/02/2013,Kelly's  ,unknown  ,unknown ,2013,KOA,unknown, ------,29/08/2012,29,AUG,2012,2.21,unknown
SOP,SOP     ,Semi    ,1,MAR,01/03/2013,Snap's   ,unknown  ,unknown ,2013,SEM,unknown, ------,04/09/2012,4,SEP,2012,1.12,unknown
LUH,LUHAMA  ,Lopez   ,4,MAR,04/03/2013,Narasha's,unknown  ,Male    ,2013,LOP,unknown, ------,04/09/2012,4,SEP,2012,2.11,unknown
AVE,AVENUE  ,Apple   ,5,MAR,05/03/2013,Acacia's ,unknown  ,Male    ,2013,APP,BUT,Buteo   ,12/09/2012,12,SEP,2012,1.211,1.211
IRE,IRENE   ,Irish   ,10,MAR,10/03/2013,Viola's  ,unknown  ,Female  ,2013,IRI,KOR,Korea   ,11/09/2012,11,SEP,2012,1.22,1.22
NDH,NDHAGUA ,Narasha ,11,MAR,11/03/2013,Narasha's,unknown  ,Male    ,2013,NAR,unknown, ------,24/09/2012,24,SEP,2012,2.11,unknown
DOH,DOHA    ,Dojo    ,12,MAR,12/03/2013,Hokey's  ,Hokey's  ,Female  ,2013,DOJ,BOL,Bolt    ,18/09/2012,18,SEP,2012,1.11,1.11
PE8,PE8     ,Pebbles ,18,MAR,18/03/2013,Kelly's  ,unknown  ,unknown ,2013,PEB,unknown, ------,21/09/2012,21,SEP,2012,2.21,unknown
EZR,EZRA    ,Eagle   ,18,MAR,18/03/2013,Acacia's ,Acacia's ,Female  ,2013,EAG,BUT,Buteo   ,29/09/2012,29,SEP,2012,1.211,1.211
MKA,MKATE   ,Mbegu   ,30,MAR,30/03/2013,Narasha's,unknown  ,Female  ,2013,MBE,unknown, ------,25/09/2012,25,SEP,2012,2.11,unknown
QQ1,QQ1     ,Laquer  ,3,APR,03/04/2013,Mica's   ,unknown  ,unknown ,2013,LAQ,unknown, ------,07/10/2012,7,OCT,2012,2.12,unknown
USA,USA     ,Luxin   ,6,APR,06/04/2013,Acacia's ,Acacia's ,Female  ,2013,LUX,BUT,Buteo   ,06/10/2012,6,OCT,2012,1.211,1.211
NIE,NIET    ,Noodle  ,13,APR,13/04/2013,Narasha's,Europa's ,Male    ,2013,NOO,DAG,Dagger  ,19/10/2012,19,OCT,2012,2.11,2.11
SRI,SRI     ,Sorghum ,17,APR,17/04/2013,Snap's   ,unknown  ,unknown ,2013,SOR,unknown, ------,14/10/2012,14,OCT,2012,1.12,unknown
YVO,YVONNE  ,Yugo    ,17,APR,17/04/2013,Viola's  ,unknown  ,Female  ,2013,YUG,unknown, ------,20/10/2012,20,OCT,2012,1.22,unknown
DE2,DE2     ,Dede    ,22,APR,22/04/2013,Snap's   ,unknown  ,unknown ,2013,DED,unknown, ------,26/10/2012,26,OCT,2012,1.12,unknown
ESS,ESSAY   ,Eva     ,3,MAY,03/05/2013,Viola's  ,unknown  ,Female  ,2013,EVA,KOR,Korea   ,30/10/2012,30,OCT,2012,1.22,1.22
WA1,WA1     ,Wasp    ,6,MAY,06/05/2013,Mica's   ,unknown  ,unknown ,2013,WAS,unknown, ------,09/11/2012,9,NOV,2012,2.12,unknown
BI1,BI1     ,Biota   ,8,MAY,08/05/2013,Kelly's  ,unknown  ,unknown ,2013,BIO,unknown, ------,11/11/2012,11,NOV,2012,2.21,unknown
WUB,WUBBA   ,Wiper   ,8,MAY,08/05/2013,Narasha's,unknown  ,Male    ,2013,WIP,unknown, ------,30/10/2012,30,OCT,2012,2.11,unknown
ENI,ENIGMA  ,East    ,30,MAY,30/05/2013,Viola's  ,unknown  ,Male    ,2013,EAS,unknown, ------,11/12/2012,11,DEC,2012,1.22,unknown
ART,ART     ,Acacia  ,1,JUL,01/07/2013,Acacia's ,unknown  ,Male    ,2013,ACA,unknown, ------,30/12/2012,30,DEC,2012,1.211,unknown
CAH,CAHILL  ,Cobra   ,2,JUL,02/07/2013,Hokey's  ,Hokey's  ,Male    ,2013,COB,unknown, ------,30/12/2012,30,DEC,2012,1.11,unknown
LX5,LX5     ,Lox     ,11,JUL,11/07/2013,Kelly's  ,unknown  ,unknown ,2013,LOX,unknown, ------,14/01/2013,14,JAN,2012,2.21,unknown
QA5,QA5     ,Laos    ,21,JUL,21/07/2013,Mica's   ,unknown  ,unknown ,2013,LAO,unknown, ------,24/01/2013,24,JAN,2013,2.12,unknown
TYR,TYRANT  ,Vet     ,27,JUL,27/07/2013,Viola's  ,unknown  ,Female  ,2013,VET,unknown, ------,02/02/2013,2,FEB,2013,1.22,unknown
ELT,ELTON   ,Emily   ,12,AUG,12/08/2013,Viola's  ,unknown  ,Male    ,2013,EMI,unknown, ------,22/02/2013,22,FEB,2013,1.22,unknown
REJ,REJOICE ,Rangi   ,1,SEP,01/09/2013,Viola's  ,unknown  ,Female  ,2013,RAN,unknown, ------,08/03/2013,8,MAR,2013,1.22,unknown
NEK,NEKTAR  ,Nuzzle  ,5,SEP,05/09/2013,Hokey's  ,Hokey's  ,Female  ,2013,NUZ,unknown, ------,10/03/2013,10,MAR,2013,1.11,unknown
QT2,QT2     ,Little  ,12,SEP,12/09/2013,Mica's   ,unknown  ,unknown ,2013,LIT,unknown, ------,18/03/2013,18,MAR,2013,2.12,unknown
QN6,QN6     ,Lancaster,15,SEP,15/09/2013,Mica's   ,unknown  ,unknown ,2013,LAN,unknown, ------,21/03/2013,21,MAR,2013,2.12,unknown
GWE,GWEN    ,Havana  ,9,OCT,09/10/2013,Hokey's  ,unknown  ,Female  ,2013,HAV,unknown, ------,15/04/2013,15,APR,2013,1.11,unknown
WO6,WO6     ,Wonder  ,15,OCT,15/10/2013,Mica's   ,unknown  ,unknown ,2013,WON,unknown, ------,14/11/2015,14,NOV,2015,2.12,unknown
WOA,WOAD    ,Wajemi  ,21,OCT,21/10/2013,Narasha's,unknown  ,Male    ,2013,WAJ,unknown, ------,09/05/2013,9,MAY,2013,2.11,unknown
CC2,CC2     ,Cacao   ,7,NOV,07/11/2013,Kelly's A,unknown  ,unknown ,2013,CAC,unknown, ------,13/05/2013,13,MAY,2013,2.21,unknown
TAS,TASHA   ,Lybby   ,10,NOV,10/11/2013,Acacia's ,Acacia's ,Female  ,2013,LYB,SEB,Sebastian,15/05/2013,15,MAY,2013,1.211,1.211
GON,GONZALEZ,Grace   ,8,DEC,08/12/2013,Hokey's  ,Hokey's  ,Male    ,2013,GRA,GLE,Glen    ,12/06/2013,12,JUN,2013,1.11,1.11
QJ1,QJ1     ,Lejay   ,17,DEC,17/12/2013,Mica's   ,unknown  ,unknown ,2013,LEJ,unknown, ------,22/06/2013,22,JUN,2013,2.12,unknown
HEH,HEHE    ,Hiza    ,2,JAN,02/01/2014,Hokey's  ,unknown  ,Female  ,2014,HIZ,unknown, ------,01/07/2013,1,JUL,2013,1.11,unknown
IGL,IGLOO   ,Oasis   ,3,JAN,03/01/2014,Acacia's ,Acacia's ,Female  ,2014,OAS,unknown, ------,11/07/2013,11,JUL,2013,1.211,unknown
HIU,HIUGO   ,Huckleberry,5,JAN,05/01/2014,Hokey's  ,unknown  ,Female  ,2014,HUC,unknown, ------,30/06/2013,30,JUN,2013,1.11,unknown
MII,MII     ,Mbegu   ,6,JAN,06/01/2014,Narasha's,unknown  ,Male    ,2014,MBE,unknown, ------,06/07/2013,6,JUL,2013,2.11,unknown
EXA,EXAM    ,Eclipse ,10,JAN,10/01/2014,Viola's  ,unknown  ,Male    ,2014,ECL,WEG,Wegner  ,11/07/2013,11,JUL,2013,1.22,1.22
UKR,UKRAINE ,Lupe    ,14,JAN,14/01/2014,Acacia's ,Acacia's ,Female  ,2014,LUP,VEB,Veblen  ,15/07/2013,15,JUL,2013,1.211,1.211
DEX,DEXTER  ,Dibble  ,16,JAN,16/01/2014,Viola's  ,Acacia's ,Male    ,2014,DIB,LOU,Lou     ,17/07/2013,17,JUL,2013,1.22,1.22
YEA,YEAR    ,Vinyl   ,19,JAN,19/01/2014,Viola's  ,unknown  ,Female  ,2014,VIN,unknown, ------,17/07/2013,17,JUL,2013,1.22,unknown
ELK,ELK     ,Europa  ,2,FEB,02/02/2014,Viola's  ,Acacia's ,Male    ,2014,EUR,unknown, ------,13/08/2013,13,AUG,2013,1.22,unknown
VEM,VEMARA  ,Vex     ,8,FEB,08/02/2014,Viola's  ,Yoda's     ,Female  ,2014,VEX,unknown, ------,05/08/2013,5,AUG,2013,1.22,unknown
DEJ,DEJONG  ,Durian  ,13,FEB,13/02/2014,Hokey's  ,unknown  ,Male    ,2014,DUR,unknown, ------,12/08/2013,12,AUG,2013,1.11,unknown
LEZ,LEZERA  ,Lollipop,13,FEB,13/02/2014,Narasha's,unknown  ,Female  ,2014,LOL,BUC,Bucky   ,19/08/2013,19,AUG,2013,2.11,2.11
LOE,LOEM    ,Lahai   ,23,FEB,23/02/2014,Narasha's,unknown  ,Female  ,2014,LAH,unknown, ------,28/08/2013,28,AUG,2013,2.11,unknown
WW4,WW4     ,Wawa    ,1,MAR,01/03/2014,Kelly's B,unknown  ,unknown ,2014,WAW,unknown, ------,04/09/2013,4,SEP,2013,2.21,unknown
YIL,YILMAS  ,Yai     ,1,MAR,01/03/2014,Viola's  ,Yoda's     ,Female  ,2014,YAI,unknown, ------,30/08/2013,30,AUG,2013,1.22,unknown
QY1,QY1     ,Leyes   ,16,MAR,16/03/2014,Mica's   ,unknown  ,unknown ,2014,LEY,unknown, ------,19/09/2013,19,SEP,2013,2.12,unknown
NIT,NITWIT  ,Nap     ,29,MAR,29/03/2014,Narasha's,Narasha's,Female  ,2014,NAP,unknown, ------,28/09/2013,28,SEP,2013,2.11,unknown
ZO5,ZO5     ,Lomasi  ,30,MAR,30/03/2014,Kelly's B,unknown  ,unknown ,2014,LOM,unknown, ------,03/10/2013,3,OCT,2013,2.21,unknown
GIF,GIFT    ,Honey   ,12,APR,12/04/2014,Hokey's  ,Hokey's  ,Female  ,2014,HON,unknown, ------,08/10/2013,8,OCT,2013,1.11,unknown
ENN,ENNA    ,Vow     ,6,MAY,06/05/2014,Dibble's ,unknown  ,Female  ,2014,VOW,unknown, ------,10/11/2013,10,NOV,2013,1.22,unknown
WUZ,WUZZLE  ,Wade    ,9,MAY,09/05/2014,Narasha's,unknown  ,Female  ,2014,WAD,TUS,Tusker  ,30/11/2013,30,NOV,2013,2.11,2.11
WH1,WH1     ,Wheatear,20,MAY,20/05/2014,Kelly's B,unknown  ,unknown ,2014,WHE,unknown, ------,23/11/2013,23,NOV,2013,2.21,unknown
CB6,CB6     ,Cabana  ,5,JUN,05/06/2014,Snap's   ,unknown  ,unknown ,2014,CAB,unknown, ------,09/12/2013,9,DEC,2013,1.12,unknown
CY2,CY2     ,Cayenne ,17,JUN,17/06/2014,Snap's   ,unknown  ,unknown ,2014,CAY,unknown, ------,21/12/2013,21,DEC,2013,1.12,unknown
SN6,SN6     ,Snap    ,17,JUN,17/06/2014,Snap's   ,unknown  ,Female  ,2014,SNA,unknown, ------,21/12/2013,21,DEC,2013,1.12,unknown
TA1,TA1     ,Tabitha ,4,JUL,04/07/2014,Kelly's A,unknown  ,unknown ,2014,TAB,unknown, ------,07/01/2014,7,JAN,2014,2.211,unknown
WR8,WR8     ,Wire    ,4,JUL,04/07/2014,Kelly's A,unknown  ,unknown ,2014,WIR,unknown, ------,07/01/2014,7,JAN,2014,2.211,unknown
HOW,HOWARD  ,Hymn    ,4,JUL,04/07/2014,Hokey's  ,unknown  ,Male    ,2014,HYM,unknown, ------,15/01/2014,15,JAN,2014,1.11,unknown
RUI,RUINA   ,Rhoda   ,5,JUL,05/07/2014,Vogue's  ,Yoda's     ,Female  ,2014,RHO,unknown, ------,14/01/2014,14,JAN,2014,1.222,unknown
DOM,DOMINO  ,Dhoruba ,9,JUL,09/07/2014,Hokey's  ,Hokey's  ,Male    ,2014,DHO,unknown, ------,04/01/2014,4,JAN,2014,1.11,unknown
PK9,PK9     ,Poker   ,20,JUL,20/07/2014,Kelly's B,unknown  ,unknown ,2014,POK,unknown, ------,23/01/2014,23,JAN,2014,2.212,unknown
BES,BEST    ,Humble  ,3,AUG,03/08/2014,Hokey's  ,unknown  ,Male    ,2014,HUM,unknown, ------,07/02/2014,7,FEB,2014,1.11,unknown
WUL,WULLER  ,Wifi    ,14,AUG,14/08/2014,Narasha's,Narasha's,Female  ,2014,WIF,unknown, ------,13/02/2014,13,FEB,2014,2.11,unknown
WI1,WI1     ,Wiwon   ,25,AUG,25/08/2014,Mica's   ,unknown  ,unknown ,2014,WIW,unknown, ------,28/02/2014,28,FEB,2014,2.12,unknown
RAP,RAPEL   ,Roxy    ,7,SEP,07/09/2014,Dibble's ,Europa's ,Male    ,2014,ROX,unknown, ------,13/03/2014,13,MAR,2014,1.221,unknown
TUB,TUBA    ,Vet     ,11,SEP,11/09/2014,Vogue's  ,unknown  ,Male    ,2014,VET,unknown, ------,09/03/2014,9,MAR,2014,1.222,unknown
VAH,VAHALA  ,Vogue   ,11,SEP,11/09/2014,Vogue's  ,unknown  ,Male    ,2014,VOG,unknown, ------,14/03/2014,14,MAR,2014,1.222,unknown
BI2,BI2     ,Biota   ,20,SEP,20/09/2014,Kelly's A,unknown  ,unknown ,2014,BIO,unknown, ------,26/03/2014,26,MAR,2014,2.211,unknown
LI1,LI1     ,Lively  ,20,SEP,20/09/2014,Kelly's A,unknown  ,unknown ,2014,LIV,unknown, ------,26/03/2014,26,MAR,2014,2.211,unknown
LM6,LM6     ,Lyme    ,20,SEP,20/09/2014,Kelly's A,unknown  ,unknown ,2014,LYM,unknown, ------,26/03/2014,26,MAR,2014,2.211,unknown
LE5,LE5     ,Leila   ,21,SEP,21/09/2014,Kelly's A,unknown  ,unknown ,2014,LEI,unknown, ------,27/03/2014,27,MAR,2014,2.211,unknown
CA7,CA7     ,Cairo   ,30,SEP,30/09/2014,Snap's   ,unknown  ,unknown ,2014,CAI,unknown, ------,05/04/2014,5,APR,2014,1.12,unknown
FI2,FI2     ,Finn    ,30,SEP,30/09/2014,Snap's   ,unknown  ,unknown ,2014,FIN,unknown, ------,05/04/2014,5,APR,2014,1.12,unknown
SE2,SE2     ,Semi    ,30,SEP,30/09/2014,Snap's   ,unknown  ,unknown ,2014,SEM,unknown, ------,05/04/2014,5,APR,2014,1.12,unknown
LY7,LY7     ,Lyena   ,4,OCT,04/10/2014,Kelly's A,unknown  ,unknown ,2014,LYE,unknown, ------,09/04/2014,9,APR,2014,2.211,unknown
WY8,WY8     ,Wynne   ,4,OCT,04/10/2014,Kelly's A,unknown  ,unknown ,2014,WYN,unknown, ------,09/04/2014,9,APR,2014,2.211,unknown
MAZ,MAZERA  ,Mbegu   ,11,OCT,11/10/2014,Narasha's,Narasha's,Male    ,2014,MBE,unknown, ------,04/04/2014,4,APR,2014,2.11,unknown
LUE,LUENOX  ,Lopez   ,11,OCT,11/10/2014,Narasha's,Narasha's,Male    ,2014,LOP,unknown, ------,12/04/2014,12,APR,2014,2.11,unknown
QN7,QN7     ,Lancaster,13,OCT,13/10/2014,Mica's   ,unknown  ,unknown ,2014,LAN,unknown, ------,18/04/2014,18,APR,2014,2.12,unknown
GMA,GMAIL   ,Havana  ,13,OCT,13/10/2014,Hokey's  ,unknown  ,Female  ,2014,HAV,unknown, ------,30/04/2014,30,APR,2014,1.11,unknown
NAX,NAXOS   ,Nomia   ,23,OCT,23/10/2014,Narasha's,Narasha's,Male    ,2014,NOM,EKA,Ekai    ,26/04/2014,26,APR,2014,2.11,2.11
